,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
von_Ompteda_Georg_Maria_da_Caza.txt,1053,2299,gutenberg,Georg,von Ompteda,Georg von Ompteda,Georg Egestorff ,Georg von Ompteda,Deutschland ,1863,1931,male,"geb. in Hannover, gest. in München; deutscher Schriftsteller; Eines seiner bevorzugten Themen waren Verarmung und Verfall des Adels in Deutschland",100813283,Maria da Caza,von_Ompteda_Georg_Maria_da_Caza.txt,1901,Roman,ja,telephoniert,ja,"Berlin; Treptower Park; aus Dalmatien, aber das ist schon lange her und er ist in Wien geboren",Deutschland,83896,71509
von_Oppeln-Bronikowski_Friedrich_Der_Rebell.txt,1054,2300,gutenberg,Friedrich,von Oppeln-Bronikowski,Friedrich von Oppeln-Bronikowski,-,Friedrich von Oppeln-Bronikowski,Deutschland ,1873,1936,male,"geb. in Kassel, gest. in Berlin; deutscher Schriftsteller, Übersetzer, Herausgeber und Kulturhistoriker; Novellen, Kurzgeschichten und Romane;  biographische und kulturgeschichtliche Essays",117136018,Der Rebell,von_Oppeln-Bronikowski_Friedrich_Der_Rebell.txt,1905,NA,ja,Nachtschnellzug von Berlin kommt,ja,Nachtschnellzug von Berlin kommt,Deutschland,95977,84210
von_Perfall_Anton_Das_verlorene_Paradies.txt,1055,2301,gutenberg,Anton Alexander Albrecht Freiherr,von Perfall,Anton Alexander Albrecht Freiherr von Perfall,-,Anton von Perfall,Deutschland ,1853,1912,male,"geb. in Landsberg am Lech, gest. in Schliersee; bayerischer Heimat- und Jagdschriftsteller",116078774,Das verlorene Paradies,von_Perfall_Anton_Das_verlorene_Paradies.txt,1893,Heimatroman,ja,Bahnstation,ja,"Nach Wien, Komtesse",Österreich,64639,55354
von_Peternell_Anna_Die_Frau_Majorin.txt,1056,0,gartenlaube,Anna,von Peternell,Anna von Peternell,A. Oltroff,Anna von Peternell,Deutschland,1846,NA,female,"geb. in Karlsruhe; Peternell, Anna v. - Ps. A. Oltroff. Peternell, Anna von, Ps. A. Oltroff, Karlsruhe, Westendstrasse 40, geboren den 19. Dezember 1846 in Karlsruhe, schreibt Feuilletons, Novellen und Reiseskizzen.",NA,Die Frau Majorin,von_Peternell_Anna_Die_Frau_Majorin.txt,1888,NA,ja,"Züge, Bahnhofe",ja," Dresden, nach Leipzig, Meißen und der Lößnitz",Deutschland ,10556,9145
von_Polenz_Wilhelm_Liebe_ist_ewig.txt,1057,2306,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Liebe ist ewig,von_Polenz_Wilhelm_Liebe_ist_ewig.txt,1901,Roman,ja,Telegramm erhalten aus Paris,ja,Eberhard kam für die Osterferien nach München. Da er zu Weihnachten in Berlin geblieben war,Deutschland,102701,87912
von_Polenz_Wilhelm_Luginsland_Das_Glueck_der_Riegels_von_Petersgruen.txt,1058,2307,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Das Glück der »Riegels von Petersgrün«,von_Polenz_Wilhelm_Luginsland_Das_Glueck_der_Riegels_von_Petersgruen.txt,1901,NA,ja,vom Jahre 1835,ja,nach Petersgrün,Deutschland ,5950,5140
von_Polenz_Wilhelm_Luginsland_Der_arme_Grule.txt,1059,2308,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Der arme Grule,von_Polenz_Wilhelm_Luginsland_Der_arme_Grule.txt,1901,NA,ja,"Riesenbahnhofs, Auf dem Bahnsteig, den Zug erwartend, zwei mit Cigarrenstummeln",ja,"in die große Industriestadt, noch unter dem Konfirmationsalter",Deutschland,6473,5567
von_Polenz_Wilhelm_Luginsland_Die_Glocken_von_Krummseifenbach.txt,1060,2309,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Die Glocken von Krummseifenbach,von_Polenz_Wilhelm_Luginsland_Die_Glocken_von_Krummseifenbach.txt,1901,NA,ja,Tabaksdose,ja,Krummseifenbach,Deutschland ,6126,5274
von_Polenz_Wilhelm_Luginsland_Ein_wilder_Schoessling.txt,1061,2310,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Ein wilder Schößling,von_Polenz_Wilhelm_Luginsland_Ein_wilder_Schoessling.txt,1901,NA,ja,Eisenbahnzuge,ja,in Zälowitz,Deutschland ,5038,4349
von_Polenz_Wilhelm_Luginsland_Mutter_Maukschens_Liebster.txt,1062,2311,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Mutter Maukschens Liebster,von_Polenz_Wilhelm_Luginsland_Mutter_Maukschens_Liebster.txt,1901,NA,ja,Tabakspfeife,ja,Tirolermädchens ,Österreich ,4436,3830
von_Polenz_Wilhelm_Luginsland_Zittelgusts_Anna.txt,1063,2312,gutenberg,Wilhelm Christoph Wolf,von Polenz,Wilhelm Christoph Wolf von Polenz,-,Wilhelm von Polenz,Deutschland ,1861,1903,male,"geb. in Obercunewalde, gest. in Bautzen; deutscher Heimatschriftsteller, Romancier und Novellist; Beeindruckt vom Naturalismus;  gesellschafts- und kulturkritische Werke",118803336,Zittelgusts Anna,von_Polenz_Wilhelm_Luginsland_Zittelgusts_Anna.txt,1901,NA,ja,"Bahnhofe, für Eisenbahnfahrt",ja, noch unter dem Konfirmationsalter,Deutschland,6907,5966
von_Reuss_Zoe_Der_schwarze_Fritz.txt,1064,0,gartenlaube,Zoë Emilie,von Reuss,Zoë Emilie von Reuss,geb. Mohring,Zoë von Reuss,Deutschland ,1832,1924,female,"geb. in Mauderode/Sachsen, gest. in Tilleda/Kyffhäuser; deutsche Schriftstellerin; Zu ihren Lebzeiten eine populäre und produktive Schriftstellerin",1033061662,Der schwarze Fritz,von_Reuss_Zoe_Der_schwarze_Fritz.txt,1881,Erzählung,ja,Quent ,ja,"zurückzukehren der Vaterstadt, Pfefferkuchen",Deutschland,5092,4525
von_Rhoden_Emmy_Der_Trotzkopf.txt,1065,2315,gutenberg,Emilie Auguste Karoline Henriette,Friedrich-Friedrich,Emilie Auguste Karoline Henriette Friedrich-Friedrich,"Emmy von Rhoden, Emmy Henriette Auguste Karoline Friedrich, Emilie Auguste Karoline Henriette Friedrich-Friedrich geb. Kühne, Emmy Friederike Charlotte",Emmy von Rhoden,Deutschland ,1829,1885,female,"geb. in Magdeburg, gest. in Dresden, 1854 Heirat mit Schriftsteller Friedrich Friedrich; deutsche Schriftstellerin",107088207,Der Trotzkopf,von_Rhoden_Emmy_Der_Trotzkopf.txt,1885,Roman,ja,Ilse wollte den Vater zur Bahn begleiten; Photographie,ja,Er ist Primaner; Da endlich kam ein Brief aus München von ihm an,Deutschland,65915,56177
von_Saar_Ferdinand_Ausser_Dienst.txt,1066,2316,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Außer Dienst,von_Saar_Ferdinand_Ausser_Dienst.txt,1902,Rahmenerzählung,ja,Eisenbahn,ja,Preußen,Deutschland,3870,3345
von_Saar_Ferdinand_Der_Brauer_von_Habrovan.txt,1067,2318,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Der Brauer von Habrovan,von_Saar_Ferdinand_Der_Brauer_von_Habrovan.txt,1908,Rahmenerzählung,ja,"Fabrik, Zigarre",ja,Wien,Österreich,6999,6045
von_Saar_Ferdinand_Der_Burggraf.txt,1068,2319,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Der Burggraf,von_Saar_Ferdinand_Der_Burggraf.txt,1908,Novelle,ja,"Fabrik, Kaiser",ja,"Ringstraße, Wien",Österreich,6287,5366
von_Saar_Ferdinand_Der_Exzellenzherr.txt,1069,2320,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Der Exzellenzherr,von_Saar_Ferdinand_Der_Exzellenzherr.txt,1908,Rahmenerzählung,ja,Als dies im Spätsommer des Jahres 187* zum letzten Male der Fall war,ja,"Wien, deutsch",Österreich,10617,9294
von_Saar_Ferdinand_Der_Hellene.txt,1070,2321,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Der Hellene,von_Saar_Ferdinand_Der_Hellene.txt,1908,Novelle,ja,Wiener Festzug im Jahre 1879,ja,"Beethoven, Wien",Österreich,4598,3980
von_Saar_Ferdinand_Die_Brueder.txt,1071,2322,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Brüder,von_Saar_Ferdinand_Die_Brueder.txt,1908,Rahmenerzählung,ja,"So vergingen zwei Jahre, und der Feldzug von 1859 bereitete sich vor",ja,"Österreich, Wien",Österreich,9175,7925
von_Saar_Ferdinand_Die_Familie_Worel.txt,1072,2323,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Familie Worel,von_Saar_Ferdinand_Die_Familie_Worel.txt,1905,Rahmenerzählung,ja,Napoleon,ja,Wien,Österreich,7260,6276
von_Saar_Ferdinand_Die_Heirat_des_Herrn.txt,1073,2324,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Heirat des Herrn Stäudl,von_Saar_Ferdinand_Die_Heirat_des_Herrn.txt,1908,Novelle,ja,Elektrischen,ja,Wien,Österreich,7278,6239
von_Saar_Ferdinand_Die_Parzen.txt,1074,2325,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Parzen,von_Saar_Ferdinand_Die_Parzen.txt,1908,Novelle,ja,das ich im Winter 1854 täglich zu besuchen pflegte,ja,Wiener,Österreich,6460,5624
von_Saar_Ferdinand_Die_Pfruendner.txt,1075,2326,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Pfründner,von_Saar_Ferdinand_Die_Pfruendner.txt,1908,Novelle,ja,Wiener Bürger Jakob Bürdell im Jahre 1831 eine Stiftung,ja,Wien,Österreich,15268,13060
von_Saar_Ferdinand_Dissonanzen.txt,1076,2328,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Dissonanzen,von_Saar_Ferdinand_Dissonanzen.txt,1908,Novelle,ja,Elektrischen,ja,"Preußen, Bismarck, Wien",Österreich/Deutschland,4415,3869
von_Saar_Ferdinand_Doktor_Trojan.txt,1077,2329,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Doktor Trojan,von_Saar_Ferdinand_Doktor_Trojan.txt,1908,Novelle,ja,"Fabrik, Bahnhof",ja,Wien,Österreich,10875,9386
von_Saar_Ferdinand_Geschichte_eines_Wienerkindes.txt,1078,2330,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Geschichte eines Wienerkindes,von_Saar_Ferdinand_Geschichte_eines_Wienerkindes.txt,1908,Novelle,ja,Bahnhof,ja,"Wien, München",Österreich,20585,17791
von_Saar_Ferdinand_Hymen.txt,1079,2333,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Hymen,von_Saar_Ferdinand_Hymen.txt,1908,Novelle,ja,"Champagner, elektrisch",ja,Wien,Österreich,9784,8476
von_Saar_Ferdinand_Leutnant_Burda.txt,1080,2334,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Leutnant Burda,von_Saar_Ferdinand_Leutnant_Burda.txt,1908,Novelle,ja,Bahnhof,ja,"Wien, Ringstraße",Österreich,22411,19414
von_Saar_Ferdinand_Ninon.txt,1081,2335,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Ninon,von_Saar_Ferdinand_Ninon.txt,1908,Novelle,ja,Sie begann dann mit heiserer Stimme vom Jahre 1848 zu sprechen,ja,"Wien, Stuttgart",Österreich,13714,11858
von_Saar_Ferdinand_Novellen_aus_Oesterreich_Das_Haus_Reichegg.txt,1082,2336,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Das Haus Reichegg,von_Saar_Ferdinand_Novellen_aus_Oesterreich_Das_Haus_Reichegg.txt,1877,Novelle,ja,Schiller,ja,"Kaiser, Schiller",Österreich,7541,6567
von_Saar_Ferdinand_Novellen_aus_Oesterreich_Die_Geigerin.txt,1083,2337,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Geigerin,von_Saar_Ferdinand_Novellen_aus_Oesterreich_Die_Geigerin.txt,1877,Novelle,ja,Eisenbahn,ja,"Ringstraße, Wien",Österreich,14889,12888
von_Saar_Ferdinand_Novellen_aus_Oesterreich_Die_Steinklopfer.txt,1084,2338,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Die Steinklopfer,von_Saar_Ferdinand_Novellen_aus_Oesterreich_Die_Steinklopfer.txt,1877,Novelle,ja,Eisenbahn,ja,"Deutsch, Böhmen, Wien",Österreich,14934,12856
von_Saar_Ferdinand_Novellen_aus_Oesterreich_Innocens.txt,1085,2339,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Innocens,von_Saar_Ferdinand_Novellen_aus_Oesterreich_Innocens.txt,1877,Novelle,ja,"Zeitung, Gymnasium, 18",ja,"Deutsch, Prag",Österreich,18821,16375
von_Saar_Ferdinand_Novellen_aus_Oesterreich_Marianne.txt,1086,2340,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Marianne,von_Saar_Ferdinand_Novellen_aus_Oesterreich_Marianne.txt,1877,Novelle,ja,"Walzer, Leihbibliothek, elektrisch",ja,"Ringstraße, Wien",Österreich,11724,10181
von_Saar_Ferdinand_Requiem_der_Liebe.txt,1087,2341,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Requiem der Liebe,von_Saar_Ferdinand_Requiem_der_Liebe.txt,1908,Novelle,ja,"Photographie, Zigarre",ja,"Wiener, österreichisch",Österreich,19671,16971
von_Saar_Ferdinand_Sappho.txt,1088,2342,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Sappho,von_Saar_Ferdinand_Sappho.txt,1904,Rahmenerzählung,ja,Eisenbahn,ja,"Ringstraße, Wien",Österreich,9315,8019
von_Saar_Ferdinand_Schloss_Kostenitz.txt,1089,2343,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Schloss Kostenitz,von_Saar_Ferdinand_Schloss_Kostenitz.txt,1893,Novelle,ja,Eisenbahn,ja,"Deutschland, Österreich",Deutschland/Österreich,23627,20505
von_Saar_Ferdinand_Seligmann_Hirsch.txt,1090,2344,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Seligmann Hirsch,von_Saar_Ferdinand_Seligmann_Hirsch.txt,1908,Novelle,ja,Telegramm,ja,"Bern, Wiener, Zylinder",Österreich,12400,10641
von_Saar_Ferdinand_Suendenfall.txt,1091,2345,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Der Sündenfall,von_Saar_Ferdinand_Suendenfall.txt,1908,Novelle,ja,"Zigarette, Walzer, Schiller, Fabrik",ja,"Walzer, Wien, Gymnasium",Österreich,12362,10658
von_Saar_Ferdinand_Tambi.txt,1092,2346,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Tambi,von_Saar_Ferdinand_Tambi.txt,1903,Novelle,ja,Eisenbahn,ja,"Wien, Kreisstadt",Österreich,12310,10673
von_Saar_Ferdinand_Vae_victis.txt,1093,2347,textgrid,Ferdinand Ludwig Adam,von Saar,Ferdinand Ludwig Adam von Saar ,-,Ferdinand von Saar,Österreich,1833,1906,male,"geb. in Wien, Kaisertum Österreich, gest. in Wien-Döbling, Österreich-Ungarn; österreichischer Schriftsteller, Dramatiker und Lyriker; gehört  zu den bedeutendsten realistischen Erzählern der österreichischen Literatur des ausgehenden 19. Jahrhunderts; humanistisches Ethos und Sozialkritik",118604449,Vae victis,von_Saar_Ferdinand_Vae_victis.txt,1908,Novelle,ja,Beethoven,ja,"Österreich, Ringstraße",Österreich,9766,8519
von_Schmid_Hermann_Almenrausch_und_Edelweiss.txt,1094,0,gartenlaube,Hermann Theodor,von Schmid,Hermann Theodor Schmid,Hermann von Schmidt,Hermann von Schmid,Deutschland ,1815,1880,male,"geb. in Waizenkirchen, gest. in München; deutscher Schriftsteller; historische und Bauernromane und -erzählungen",100801919,Almenrausch und Edelweiss,von_Schmid_Hermann_Almenrausch_und_Edelweiss.txt,1863,Roman,ja,"Verein, Maschine, Kaiser",ja,"Hintersee, Berchtesgarden ",Deutschland/Österreich,52922,46812
